,FirstName,LastName,College,Position,Age,Height,Weight,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
239,Sergio,Bond,Texas Southern,RE,23,76,268,60,Normal,Draft,MentoratPosition,SchemeFit,ChampionshipContender,84,65,70,76,32,36,24,63,39,58,31,33,55,27,36,59,67,68,84,76,51,28,82,42,36,32,65,36,38,0,48,28,63,43,24,50,67,80,42,46,44,81,40,70,28,29,11,11,78,32,27,28,28,48,44,86,40,31,33,41,1714,TRUE,0,0,0,0,0,0,0,0,0,0,292,348,0,0,50,0
179,George,Penn,Washington,DT,23,73,298,58,Normal,Draft,SchemeFit,HighestOffer,ChampionshipContender,62,59,60,71,39,44,46,64,30,64,24,48,56,36,35,58,57,69,62,73,46,39,93,45,44,39,59,35,42,0,45,40,70,45,29,48,76,61,42,40,48,81,24,74,37,20,23,20,74,44,36,37,16,19,29,81,24,34,25,25,1247,TRUE,0,0,0,0,0,0,0,0,0,0,293,399,0,0,40,0
158,Doug,Russell,Northwestern,LT,22,77,312,58,Normal,Draft,SchemeFit,TeamHasFranchiseQB,CloseToHome,35,62,61,68,43,32,41,33,40,68,30,45,58,32,46,43,44,74,35,77,25,32,78,37,32,43,62,40,37,0,69,43,43,61,63,46,28,58,29,24,60,79,33,96,30,16,15,26,47,26,35,37,17,32,26,86,45,66,71,74,1111,TRUE,0,0,0,0,0,0,0,0,0,0,294,411,0,0,24,0
305,Brian,Allen,Florida,WR,22,71,186,66,Normal,Draft,CloseToHome,TeamHasFranchiseQB,HighestOffer,26,88,92,95,38,35,24,38,68,55,74,73,61,64,71,51,74,35,26,71,30,82,82,76,35,38,88,65,24,0,48,32,41,32,26,61,27,95,72,66,45,56,40,79,76,15,22,25,28,25,17,11,30,31,28,84,40,39,28,51,2239,TRUE,0,0,0,0,0,0,0,0,0,0,295,157,0,0,4,0
232,Kelvin,Mitchell,TCU,LE,23,78,314,60,Normal,Draft,TeamHasFranchiseQB,HeadCoachHistoricRecord,HighestOffer,80,60,57,77,40,41,43,65,30,56,43,40,59,28,37,43,59,62,80,78,59,46,89,40,41,40,60,25,43,0,45,31,68,42,35,41,73,63,33,27,34,86,37,72,25,20,21,23,76,41,28,19,33,27,43,80,26,40,45,29,1610,TRUE,0,0,0,0,0,0,0,0,0,0,296,331,0,0,43,0
324,Luke,Pointer,Colorado,CB,23,71,182,57,Normal,Draft,WarmWeatherState,TeamPrestige,TeamHasFranchiseQB,52,78,86,87,27,31,28,51,48,60,41,51,46,31,27,48,77,58,52,71,41,60,78,78,31,27,78,28,54,0,25,63,32,36,25,50,66,89,38,42,47,47,32,92,60,34,29,24,51,34,32,18,13,60,33,83,37,32,34,39,2331,TRUE,0,0,0,0,0,0,0,0,0,0,297,417,0,0,20,0
240,Shaquille,Pressley,Villanova,WR,23,73,180,65,Normal,Draft,HeadCoachHistoricRecord,BigMarket,NoIncomeTax,48,86,88,93,24,25,35,37,58,52,77,75,64,61,78,47,71,24,48,73,42,84,93,85,25,24,86,66,30,0,40,28,27,25,30,61,38,95,72,65,26,51,41,92,77,25,27,36,31,45,18,15,35,42,43,80,31,29,38,31,1725,TRUE,0,0,0,0,0,0,0,0,0,0,298,215,0,0,23,0
303,Brian,Allen,TCU,RG,22,78,340,62,Normal,Draft,TeamPrestige,NoIncomeTax,MentoratPosition,40,59,55,75,26,48,38,32,41,59,44,24,54,33,42,52,45,84,40,78,47,30,88,40,48,26,59,44,46,0,80,30,44,66,63,47,38,62,27,35,68,83,34,98,35,11,28,18,33,30,13,36,29,27,36,86,34,58,69,64,2209,TRUE,0,0,0,0,0,0,0,0,0,0,299,298,0,0,14,0
77,Zach,Thomas,Penn State,ROLB,21,75,270,59,Normal,Draft,ChampionshipContender,HighestOffer,WarmWeatherState,71,64,75,81,30,34,46,63,30,59,47,34,55,43,37,55,64,58,71,75,57,40,88,25,34,30,64,42,28,0,28,41,71,28,42,45,71,75,45,33,25,78,44,93,46,23,26,22,69,34,20,33,32,42,35,86,42,31,45,46,580,TRUE,0,0,0,0,0,0,0,0,0,0,300,373,0,0,15,0
120,Montell,Cooper,Oklahoma State,CB,23,74,203,62,Normal,Draft,ChampionshipContender,NoIncomeTax,TeamPrestige,68,78,86,87,24,43,44,57,63,51,36,54,64,26,43,59,76,50,68,74,47,69,87,83,43,24,78,43,68,0,33,70,47,26,48,50,67,90,33,41,30,48,39,79,62,10,33,15,50,43,32,34,22,54,36,81,45,34,24,24,879,TRUE,0,0,0,0,0,0,0,0,0,0,301,290,0,0,15,0
198,Brenton,Canidate,Florida State,LG,22,78,332,60,Normal,Draft,CloseToHome,MentoratPosition,TeamHasFranchiseQB,27,61,58,63,44,47,33,38,47,59,25,34,54,41,43,42,49,80,27,78,45,43,85,38,47,44,61,33,38,0,80,41,30,70,64,47,26,67,27,45,63,85,38,79,44,10,25,23,27,36,34,16,18,39,35,86,39,59,63,61,1375,TRUE,0,0,0,0,0,0,0,0,0,0,302,341,0,0,18,0
397,Britton,Whitfield,Memphis,FS,22,72,199,56,Normal,Draft,MentoratPosition,SchemeFit,WarmWeatherState,60,79,84,84,31,34,29,46,56,49,27,62,58,40,44,55,83,55,60,72,26,67,83,47,34,31,79,48,58,0,48,54,41,41,35,39,67,89,38,34,33,61,40,96,58,16,13,22,53,24,15,34,29,68,37,83,39,24,31,37,2914,TRUE,0,0,0,0,0,0,0,0,0,0,303,437,0,0,26,0
272,Archer,Meredith,Rutgers,C,22,73,293,66,Normal,Draft,WarmWeatherState,BigMarket,SchemeFit,43,56,73,79,36,35,25,36,41,71,45,46,50,24,31,54,49,75,43,73,40,27,91,47,35,36,56,43,33,0,77,44,38,63,62,43,45,64,40,24,68,85,38,80,34,32,33,11,43,47,17,29,20,38,41,86,43,73,75,80,1957,TRUE,0,0,0,0,0,0,0,0,0,0,304,193,0,0,24,0
19,David,Tyson,Texas A&M,RG,23,76,336,59,Normal,Draft,CloseToHome,HighestOffer,TeamPrestige,30,60,53,63,37,45,37,43,44,49,32,27,51,31,36,56,35,85,30,76,34,29,88,29,45,37,60,42,33,0,78,37,41,65,63,45,46,66,27,38,64,83,24,89,36,12,18,35,42,46,29,26,26,32,25,85,42,58,69,63,133,TRUE,0,0,0,0,0,0,0,0,0,0,305,372,0,0,1,0
269,Tee,McMichael,Vanderbilt,HB,22,70,199,62,Normal,Draft,HighestOffer,SchemeFit,WarmWeatherState,25,73,83,87,47,28,38,38,67,64,68,76,76,67,59,52,82,31,25,70,45,80,83,83,28,47,73,56,45,0,39,33,27,45,27,64,33,84,66,69,40,73,64,94,77,16,31,27,38,44,30,29,21,31,51,84,28,44,24,50,1907,TRUE,0,0,0,0,0,0,0,0,0,0,306,308,0,0,1,0
143,Demetrius,Berry,Iowa State,QB,21,74,212,58,Normal,Draft,WarmWeatherState,HeadCoachHistoricRecord,CloseToHome,40,74,82,89,30,46,73,44,62,59,55,49,54,67,45,51,75,46,40,74,43,66,78,24,46,30,74,65,32,0,38,24,32,28,40,62,33,84,58,57,36,53,46,95,65,13,72,65,31,72,84,77,72,29,40,85,72,42,48,30,1023,TRUE,0,0,0,0,0,0,0,0,0,0,307,384,0,0,64,0
358,Bobby,Martin,Florida State,HB,21,70,203,61,Normal,Draft,WarmWeatherState,NoIncomeTax,TeamPrestige,39,77,88,87,29,32,41,30,67,57,64,75,79,67,56,42,87,24,39,70,28,78,90,85,32,29,77,54,36,0,41,43,42,43,43,74,43,86,69,68,45,63,67,81,79,12,11,14,36,38,13,26,30,24,52,86,26,36,46,52,2604,TRUE,0,0,0,0,0,0,0,0,0,0,308,313,0,0,25,0
287,Brian,Vasher,Georgia,CB,22,72,189,61,Normal,Draft,WarmWeatherState,MentoratPosition,NoIncomeTax,66,81,87,88,46,48,37,56,49,58,24,59,65,48,45,54,84,52,66,72,45,59,86,72,48,46,81,40,58,0,25,60,45,26,45,50,64,87,25,47,48,55,36,80,70,29,35,21,61,32,21,30,15,62,26,85,36,43,38,43,2009,TRUE,0,0,0,0,0,0,0,0,0,0,309,318,0,0,1,0
377,Brett,Hand,Georgia,WR,22,68,182,64,Normal,Draft,HeadCoachHistoricRecord,CloseToHome,SchemeFit,28,91,89,94,33,27,41,40,60,58,70,74,61,57,70,54,83,48,28,68,30,82,86,85,27,33,91,65,42,0,28,41,41,39,25,64,37,92,76,63,43,52,45,92,77,12,18,34,33,35,33,25,28,35,42,79,37,25,26,33,2733,TRUE,0,0,0,0,0,0,0,0,0,0,310,246,0,0,2,0
16,Michael,Riley,New Mexico,MLB,22,73,245,58,Normal,Draft,BigMarket,NoIncomeTax,ChampionshipContender,68,69,81,86,38,24,30,66,35,63,39,62,59,38,24,41,67,70,68,73,59,32,98,26,24,38,69,48,57,0,40,47,54,47,39,48,78,86,47,43,32,72,36,95,35,21,34,31,69,42,13,17,31,55,42,79,43,33,34,42,124,TRUE,0,0,0,0,0,0,0,0,0,0,311,386,0,0,1,0
316,Imani,Ryans,TCU,LT,21,78,308,58,Normal,Draft,ChampionshipContender,BigMarket,SchemeFit,47,56,70,74,44,26,39,33,46,54,33,24,53,26,36,58,42,80,47,78,27,36,93,30,26,44,56,39,34,0,72,34,25,63,69,40,47,70,29,25,62,83,43,84,36,18,35,16,45,37,33,15,30,29,26,84,44,64,60,65,2276,TRUE,0,0,0,0,0,0,0,0,0,0,312,392,0,0,29,0
387,Mike,Byron,Boston College,RT,23,76,290,59,Normal,Draft,HighestOffer,HeadCoachHistoricRecord,TeamPrestige,27,57,70,74,41,47,36,41,35,64,28,39,53,27,47,58,43,68,27,76,29,30,93,27,47,41,57,44,40,0,78,38,44,61,64,43,24,65,34,48,68,86,26,96,28,18,33,25,36,45,15,16,36,48,36,81,37,65,60,68,2860,TRUE,0,0,0,0,0,0,0,0,0,0,313,375,0,0,24,0
439,Cam,Meyers,Mississippi Valley State,TE,22,75,263,59,Normal,Draft,BigMarket,SchemeFit,CloseToHome,46,62,84,87,37,34,27,34,66,55,70,77,62,53,51,45,70,56,46,75,47,68,90,36,34,37,62,59,40,0,48,27,48,50,55,61,29,75,70,66,55,77,62,80,50,27,32,35,37,34,38,13,11,46,68,84,28,64,58,56,3198,TRUE,0,0,0,0,0,0,0,0,0,0,314,367,0,0,12,0
208,Dion,Allen,Penn State,TE,22,76,256,57,Normal,Draft,SchemeFit,TeamHasFranchiseQB,WarmWeatherState,43,73,83,82,31,44,45,30,63,55,66,74,65,60,61,40,67,50,43,76,43,66,82,26,44,31,73,59,25,0,48,25,36,53,55,58,36,84,70,60,51,68,56,85,62,24,14,37,30,31,17,13,17,30,55,79,36,59,58,55,1437,TRUE,0,0,0,0,0,0,0,0,0,0,315,428,0,0,28,0
21,Bryan,Reeves,Florida,C,22,75,298,63,Normal,Draft,MentoratPosition,TeamHasFranchiseQB,NoIncomeTax,33,65,68,81,29,25,24,45,33,71,26,38,59,34,47,57,55,71,33,75,26,48,86,25,25,29,65,25,28,0,74,32,26,63,61,44,36,69,26,27,65,80,33,91,31,34,11,12,33,38,29,14,35,41,43,82,36,69,72,82,180,TRUE,0,0,0,0,0,0,0,0,0,0,316,288,0,0,22,0
445,Dylan,Chapman,Illinois State,QB,22,72,221,60,Normal,Draft,HighestOffer,MentoratPosition,HeadCoachHistoricRecord,26,60,71,80,24,27,47,41,58,66,48,42,53,52,47,42,63,35,26,72,29,52,98,38,27,24,60,32,31,0,34,47,43,42,24,38,37,77,34,34,43,51,48,97,44,21,73,64,26,60,90,75,83,26,60,84,70,46,27,33,3259,TRUE,0,0,0,0,0,0,0,0,0,0,317,343,0,0,48,0
171,Devin,Short,Florida,TE,22,75,241,57,Normal,Draft,BigMarket,MentoratPosition,ChampionshipContender,31,68,86,82,32,35,45,42,60,56,72,74,58,50,58,49,69,45,31,75,25,61,94,44,35,32,68,61,26,0,40,38,38,48,48,54,25,80,74,61,56,72,53,84,49,37,13,14,34,31,23,30,19,30,56,79,30,58,49,50,1213,TRUE,0,0,0,0,0,0,0,0,0,0,318,422,0,0,1,0
183,Junior,Stills,Butler,TE,22,78,249,58,Normal,Draft,TeamHasFranchiseQB,ChampionshipContender,WarmWeatherState,41,71,76,84,33,47,27,45,67,55,71,76,61,51,55,56,60,60,41,78,27,57,84,24,47,33,71,60,40,0,54,28,39,55,57,59,31,74,71,62,52,73,65,86,55,34,10,25,26,40,33,10,34,27,63,82,36,54,63,55,1280,TRUE,0,0,0,0,0,0,0,0,0,0,319,401,0,0,7,0
384,Akeem,Truman,Boston College,WR,23,71,196,64,Normal,Draft,TeamPrestige,HeadCoachHistoricRecord,TeamHasFranchiseQB,27,81,85,91,29,39,31,42,76,61,77,74,62,65,58,59,87,49,27,71,25,78,87,84,39,29,81,70,45,0,46,35,46,25,28,60,44,87,76,73,46,53,48,90,74,31,18,13,43,44,24,32,14,25,33,78,37,32,27,30,2829,TRUE,0,0,0,0,0,0,0,0,0,0,320,242,0,0,13,0
193,Julian,Kerr,Clemson,CB,23,71,210,64,Normal,Draft,MentoratPosition,NoIncomeTax,TeamPrestige,51,82,90,90,40,29,35,59,52,62,38,67,63,48,28,52,88,58,51,71,26,66,97,70,29,40,82,27,61,0,34,62,33,39,27,40,64,89,38,40,27,58,38,78,59,36,31,30,57,35,11,20,24,63,38,81,45,35,29,25,1348,TRUE,0,0,0,0,0,0,0,0,0,0,321,247,0,0,8,0
242,Cole,Peerman,Tennessee,LE,24,78,289,58,Normal,Draft,TeamHasFranchiseQB,NoIncomeTax,TeamPrestige,82,62,55,75,47,38,32,65,30,51,30,27,59,48,44,58,60,62,82,78,56,29,92,36,38,47,62,43,47,0,25,43,67,47,35,49,72,66,47,37,47,83,47,93,29,21,15,12,76,44,30,13,19,18,40,85,31,42,47,24,1731,TRUE,0,0,0,0,0,0,0,0,0,0,322,407,0,0,50,0
55,Anthony,Murray,Hawaii,QB,23,75,207,59,Normal,Draft,CloseToHome,TeamPrestige,HighestOffer,33,82,80,84,47,36,73,45,63,58,49,53,53,60,45,49,81,47,33,75,24,69,81,48,36,47,82,52,36,0,25,26,46,25,41,52,40,86,55,56,44,52,63,78,66,19,73,68,46,74,85,79,74,29,40,83,71,29,36,38,408,TRUE,0,0,0,0,0,0,0,0,0,0,323,379,0,0,57,0
233,Thomas,Jett,Virginia,DT,22,76,314,59,Normal,Draft,HeadCoachHistoricRecord,WarmWeatherState,NoIncomeTax,64,72,69,72,32,41,43,62,38,58,33,31,58,38,41,52,48,69,64,76,53,26,95,40,41,32,72,27,36,0,33,28,62,37,43,39,77,64,38,36,33,86,47,82,42,24,23,29,71,38,24,29,29,24,38,86,27,29,35,27,1613,TRUE,0,0,0,0,0,0,0,0,0,0,324,370,0,0,65,0
141,Austin,Chaney,Mount Union,MLB,21,73,245,59,Normal,Draft,SchemeFit,ChampionshipContender,HighestOffer,76,70,84,90,39,38,37,65,45,69,31,51,59,40,33,44,67,63,76,73,52,26,83,48,38,39,70,37,58,0,45,30,54,27,24,45,74,82,31,32,24,68,32,87,42,15,29,30,70,29,35,28,23,59,35,78,26,37,26,33,1006,TRUE,0,0,0,0,0,0,0,0,0,0,325,360,0,0,14,0
319,Jake,Hendricks,LSU,RE,22,76,266,61,Normal,Draft,BigMarket,ChampionshipContender,CloseToHome,76,76,65,77,35,34,26,59,32,55,29,36,52,42,24,55,67,62,76,76,54,32,85,29,34,35,76,40,48,0,37,30,72,24,31,38,73,70,43,27,42,83,30,71,25,10,33,31,73,27,14,29,15,48,31,84,48,30,45,30,2315,TRUE,0,0,0,0,0,0,0,0,0,0,326,325,0,0,46,0
320,DaVonte,Hill,West Virginia,DT,21,74,303,61,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,CloseToHome,64,61,64,82,35,37,30,66,40,56,38,34,51,31,31,54,47,72,64,74,59,46,97,31,37,35,61,30,47,0,41,24,67,30,36,46,71,60,45,44,35,87,44,92,39,31,24,28,73,31,27,36,13,22,43,83,26,27,28,30,2318,TRUE,0,0,0,0,0,0,0,0,0,0,327,326,0,0,50,0
402,Charles,Colbert,W. Kentucky,WR,23,71,199,67,Star,Draft,SchemeFit,CloseToHome,HighestOffer,45,79,90,90,40,25,35,38,75,60,79,75,73,65,58,51,90,37,45,71,24,76,84,82,25,40,79,69,31,0,39,30,25,34,46,64,37,87,77,77,29,55,48,79,75,28,11,30,35,32,29,30,12,25,46,83,48,32,26,37,2977,TRUE,0,0,0,0,0,0,0,0,0,0,328,133,0,0,27,0
329,Spencer,Hill,Syracuse,LG,22,77,340,58,Normal,Draft,TeamHasFranchiseQB,ChampionshipContender,BigMarket,47,62,51,71,38,36,47,35,24,50,32,37,55,37,32,54,38,85,47,77,42,43,90,42,36,38,62,26,48,0,73,37,25,70,64,38,47,64,25,27,66,80,36,96,28,21,10,26,48,25,17,11,35,24,31,79,27,58,66,59,2350,TRUE,0,0,0,0,0,0,0,0,0,0,329,410,0,0,18,0
4,Otis,Coleman,Ohio,ROLB,21,76,255,58,Normal,Draft,BigMarket,CloseToHome,NoIncomeTax,65,71,75,86,26,41,24,64,33,60,40,28,52,37,39,45,66,69,65,76,63,39,95,46,41,26,71,46,31,0,47,44,56,25,45,40,70,81,34,43,39,69,44,86,26,14,26,28,69,38,34,11,21,46,28,78,48,26,48,34,32,TRUE,0,0,0,0,0,0,0,0,0,0,330,385,0,0,4,0
12,Eric,Barnes,Notre Dame,HB,22,72,213,65,Normal,Draft,HeadCoachHistoricRecord,NoIncomeTax,HighestOffer,27,70,89,87,37,35,28,31,78,62,59,63,76,68,40,59,84,39,27,72,30,80,91,89,35,37,70,52,31,0,32,35,47,40,41,52,28,88,54,56,37,72,74,90,81,27,26,31,42,47,25,13,28,32,67,84,41,25,33,55,96,TRUE,0,0,0,0,0,0,0,0,0,0,331,209,0,0,10,0
392,Trejan,Hardison,Cincinnati,DT,21,77,310,59,Normal,Draft,TeamHasFranchiseQB,CloseToHome,BigMarket,65,62,58,83,34,25,38,64,44,55,43,41,54,35,42,53,53,72,65,77,50,41,85,35,25,34,62,47,40,0,24,42,58,30,47,44,75,56,43,45,40,88,34,94,28,11,24,15,71,39,12,11,28,16,41,78,43,46,34,24,2878,TRUE,0,0,0,0,0,0,0,0,0,0,332,357,0,0,64,0
71,Ryland,Allen,FAU,QB,22,75,212,62,Normal,Draft,SchemeFit,BigMarket,HeadCoachHistoricRecord,33,84,82,89,45,35,74,42,67,54,48,62,58,64,58,40,80,33,33,75,35,74,86,35,35,45,84,64,42,0,28,29,47,40,38,66,30,87,62,55,38,49,54,94,62,35,75,66,42,73,87,79,75,48,41,82,74,33,41,26,533,TRUE,0,0,0,0,0,0,0,0,0,0,333,301,0,0,73,0
266,Marcus,Reddick,Tennessee State,TE,24,78,274,56,Normal,Draft,ChampionshipContender,BigMarket,TeamPrestige,48,68,72,86,25,48,38,41,57,56,66,75,60,55,54,44,62,58,48,78,29,67,89,41,48,25,68,55,25,0,50,28,24,50,63,58,39,77,68,63,57,70,62,83,56,25,21,27,48,35,10,34,33,27,69,83,47,64,58,53,1888,TRUE,0,0,0,0,0,0,0,0,0,0,334,445,0,0,16,0
197,Darrell,Blair,Georgia Tech,FS,21,71,208,57,Star,Draft,MentoratPosition,BigMarket,SchemeFit,72,68,84,84,43,41,32,50,66,57,27,61,62,24,37,45,81,51,72,71,29,54,81,66,41,43,68,24,65,0,44,68,46,30,40,47,74,84,31,39,40,61,41,78,52,20,30,32,55,42,37,36,19,61,26,84,36,27,48,28,1365,TRUE,0,0,0,0,0,0,0,0,0,0,335,435,0,0,1,0
325,De'Angelo,Fields,Memphis,CB,21,70,180,62,Normal,Draft,TeamHasFranchiseQB,HeadCoachHistoricRecord,MentoratPosition,60,78,86,88,31,46,42,50,49,55,40,58,67,26,30,45,88,56,60,70,37,59,91,71,46,31,78,48,62,0,31,65,36,32,29,46,72,87,48,35,28,54,30,89,63,22,17,35,61,32,38,34,22,63,28,83,35,25,44,31,2332,TRUE,0,0,0,0,0,0,0,0,0,0,336,305,0,0,25,0
67,Justin,Curtis,Rice,LOLB,22,73,243,57,Star,Draft,TeamHasFranchiseQB,MentoratPosition,CloseToHome,71,75,69,91,31,43,38,65,43,52,48,51,52,45,25,49,66,63,71,73,53,26,79,40,43,31,75,41,49,0,33,40,52,39,40,47,69,82,37,47,40,68,25,91,43,31,34,20,76,36,30,17,31,50,47,79,35,48,32,43,512,TRUE,0,0,0,0,0,0,0,0,0,0,337,433,0,0,26,0
52,Juan,Ventura,Louisville,RE,23,77,269,58,Normal,Draft,ChampionshipContender,HeadCoachHistoricRecord,BigMarket,76,65,66,82,34,30,36,60,41,57,38,44,59,43,44,47,58,61,76,77,58,28,97,38,30,34,65,46,36,0,27,41,63,46,27,44,67,75,37,48,29,83,29,72,43,13,32,13,71,45,35,28,29,46,44,86,48,40,32,47,392,TRUE,0,0,0,0,0,0,0,0,0,0,338,402,0,0,28,0
259,Kemani,Wilford,North Dakota,WR,23,75,200,66,Star,Draft,TeamHasFranchiseQB,NoIncomeTax,WarmWeatherState,38,79,92,90,43,47,26,41,75,56,71,76,62,70,64,45,82,34,38,75,26,82,97,84,47,43,79,72,30,0,44,34,42,34,39,66,45,85,74,71,29,57,42,82,74,20,17,30,24,46,34,14,31,25,28,84,45,26,31,48,1849,TRUE,0,0,0,0,0,0,0,0,0,0,339,188,0,0,28,0
222,Oscar,Allen,Colorado State,WR,23,69,192,65,Normal,Draft,TeamHasFranchiseQB,MentoratPosition,BigMarket,29,89,93,90,36,39,44,30,65,59,73,73,66,63,72,49,74,37,29,69,25,81,85,74,39,36,89,63,28,0,46,47,48,42,25,68,31,92,77,65,29,46,37,84,77,23,31,31,33,29,27,18,26,46,48,85,25,26,44,32,1544,TRUE,0,0,0,0,0,0,0,0,0,0,340,214,0,0,13,0
187,Conor,Weaver,Temple,RG,23,75,341,62,Normal,Draft,CloseToHome,TeamHasFranchiseQB,HeadCoachHistoricRecord,45,65,52,74,33,24,43,40,33,49,37,39,55,32,36,47,41,85,45,75,37,24,91,24,24,33,65,34,26,0,77,44,42,70,63,48,27,63,43,40,65,86,34,87,30,28,10,22,35,30,32,17,13,48,33,82,28,63,72,63,1305,TRUE,0,0,0,0,0,0,0,0,0,0,341,300,0,0,14,0
119,Donnie,Pryor,Texas,RG,22,78,339,61,Normal,Draft,TeamHasFranchiseQB,BigMarket,NoIncomeTax,42,62,53,74,43,30,37,41,25,55,26,29,57,32,41,52,40,83,42,78,27,24,84,37,30,43,62,25,46,0,77,39,44,65,63,45,39,64,24,47,67,88,48,91,27,37,22,23,44,28,22,36,19,46,44,80,44,59,68,59,876,TRUE,0,0,0,0,0,0,0,0,0,0,342,324,0,0,11,0
238,Jacquez,Glover,Washington,RE,21,77,265,62,Normal,Draft,ChampionshipContender,TeamPrestige,HighestOffer,82,72,69,78,33,38,48,67,31,60,30,24,55,26,33,58,63,66,82,77,53,28,92,28,38,33,72,35,37,0,24,28,72,41,39,44,70,77,29,37,34,81,43,90,42,22,13,32,71,35,24,36,34,42,38,78,25,47,47,27,1711,TRUE,0,0,0,0,0,0,0,0,0,0,343,302,0,0,29,0
426,Don,Thigpen,Princeton,QB,23,74,222,57,Normal,Draft,TeamPrestige,SchemeFit,MentoratPosition,36,56,79,81,33,26,60,42,56,67,26,43,55,59,30,46,63,40,36,74,31,48,96,34,26,33,56,26,27,0,42,25,25,31,37,47,27,77,32,25,29,62,47,87,52,13,74,63,32,61,86,75,81,45,57,79,68,44,32,44,3146,TRUE,0,0,0,0,0,0,0,0,0,0,344,425,0,0,72,0
353,Garrison,Massie,BYU,SS,22,74,215,58,Star,Draft,MentoratPosition,TeamHasFranchiseQB,ChampionshipContender,76,72,82,89,34,31,42,56,52,48,30,58,50,33,42,58,80,56,76,74,28,53,90,49,31,34,72,42,63,0,29,49,46,48,46,44,74,87,33,26,38,61,52,93,43,12,21,15,62,41,24,31,16,63,47,85,39,29,26,31,2564,TRUE,0,0,0,0,0,0,0,0,0,0,345,403,0,0,51,0
283,Tyler,Crocker,Charleston Southern,DT,22,73,301,57,Normal,Draft,TeamPrestige,HeadCoachHistoricRecord,MentoratPosition,63,64,59,73,29,30,34,64,47,66,30,33,51,45,40,51,57,75,63,73,54,42,97,27,30,29,64,27,25,0,27,26,65,36,40,44,71,60,47,26,34,79,36,76,31,27,18,29,77,38,19,24,20,29,32,86,31,24,31,32,1990,TRUE,0,0,0,0,0,0,0,0,0,0,346,430,0,0,29,0
336,Jake,MacDonald,Princeton,RE,22,77,266,59,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,CloseToHome,80,72,64,78,42,47,40,56,28,56,30,38,56,41,47,45,60,58,80,77,59,46,80,24,47,42,72,28,36,0,39,24,70,34,47,46,66,72,47,46,34,81,28,82,38,17,34,31,70,46,23,36,18,43,27,82,26,42,48,42,2384,TRUE,0,0,0,0,0,0,0,0,0,0,347,382,0,0,47,0
23,George,Roundtree,Colorado,QB,23,71,217,55,Star,Draft,ChampionshipContender,MentoratPosition,HighestOffer,28,84,84,90,29,40,68,41,64,58,53,56,56,64,53,48,75,43,28,71,37,68,83,45,40,29,84,58,46,0,24,26,29,35,31,58,33,84,64,60,35,52,44,84,63,11,68,63,47,73,82,76,73,31,40,79,73,28,43,33,193,TRUE,0,0,0,0,0,0,0,0,0,0,348,447,0,0,74,0
217,Will,Jenkins,East Carolina,LG,22,76,339,60,Normal,Draft,WarmWeatherState,MentoratPosition,SchemeFit,26,64,53,69,37,41,27,35,28,60,39,40,55,27,45,57,43,79,26,76,36,37,83,33,41,37,64,26,39,0,75,39,40,70,61,43,25,67,31,26,65,82,48,78,32,28,37,34,37,38,21,37,17,27,45,78,31,61,65,63,1494,TRUE,0,0,0,0,0,0,0,0,0,0,349,351,0,0,11,0
241,Colby,Bannon,Temple,RT,21,76,303,58,Normal,Draft,BigMarket,HeadCoachHistoricRecord,MentoratPosition,48,66,68,72,24,29,41,32,36,56,32,38,51,34,33,49,38,74,48,76,25,27,89,45,29,24,66,47,46,0,72,28,31,65,64,44,43,68,38,31,67,85,28,89,25,15,15,28,36,38,14,30,30,45,26,82,26,68,60,64,1726,TRUE,0,0,0,0,0,0,0,0,0,0,350,400,0,0,25,0
